spec_code,species,db,length_max,in_spp_table,table
27561,ctenogobiops maculosus,fb,6.099999904632568,TRUE,popll
7210,ctenogobiops pomastictus,fb,7.099999904632568,TRUE,popll
7211,ctenogobiops tangaroai,fb,6.400000095367432,TRUE,popll
61,ctenolabrus rupestris,fb,13.199999809265137,TRUE,popll
10050,ctenopoma petherici,fb,17.399999618530273,TRUE,popll
27825,curimatopsis cryptica,fb,6.5,TRUE,popll
5196,cyclichthys orbicularis,fb,19.5,TRUE,popll
10305,cyclichthys spilostylus,fb,29.5,TRUE,popll
10776,cymbacephalus nematophthalmus,fb,34.79999923706055,TRUE,popll
6081,cymolutes lecluse,fb,2.5999999046325684,TRUE,popll
6081,cymolutes lecluse,fb,13.300000190734863,TRUE,popll
6081,cymolutes lecluse,fb,14.5,TRUE,popll
